Pelosi,-1.2034680857026416e-17,-6.138549620431786e-19,0.0,0.0,0.0,0.0
Passed,-3.539750686127193e-16,-3.203551673592406e-18,0.0,0.0,0.0,0.0
Passed,-6.148143994299816e-17,-4.2758016712595747e-16,0.0,0.0,0.0,0.0
Passed,1.0812981608413698e-15,-1.0369009849812513e-15,0.0,0.0,0.0,0.0
Passed,6.296978755018666e-16,-5.893959502774074e-17,0.0,0.0,0.0,0.0
Failed,-1.607033317681539e-16,-3.6304235845113196e-16,0.0,0.0,0.0,0.0
Passed,-3.449338922660455e-16,-3.6154761381060166e-17,0.0,0.0,0.0,0.0
Passed,1.9704485569369983e-16,6.145745905489347e-18,0.0,0.0,0.0,0.0
Failed,9.673500010953248e-17,3.7881973011635765e-17,0.0,0.0,0.0,0.0
Failed,1.7282083273886182e-17,-4.347395895067601e-16,0.0,0.0,0.0,0.0
Passed,-2.2923573247507124e-16,1.1109163200087533e-16,0.0,0.0,0.0,0.0
Passed,0.0,1.9721522630525295e-31,0.0,0.0,0.0,0.0
Passed,-2.0519179595356851e-16,-8.097528390074582e-17,0.0,0.0,0.0,0.0
Passed,-1.1023198154562706e-16,-4.0130934062845006e-17,0.0,0.0,0.0,0.0
Passed,-4.1604608081194834e-18,-8.35132347347353e-17,0.0,0.0,0.0,0.0
Passed,-5.906860326506838e-17,1.0256125116266978e-16,0.0,0.0,0.0,0.0
Passed,-4.275646100402787e-17,-1.0637701760969748e-16,0.0,0.0,0.0,0.0
Passed,1.1954955074183799e-17,9.08119902317099e-17,0.0,0.0,0.0,0.0
Passed,-4.6574178848310426e-18,2.6516868674292952e-17,0.0,0.0,0.0,0.0
Passed,2.6919011639645367e-16,-2.077050431167954e-18,0.0,0.0,0.0,0.0
Passed,-7.608386184943212e-18,-3.9529353253868636e-17,0.0,0.0,0.0,0.0
Passed,-1.8426057728130516e-16,-3.5357845479767185e-17,0.0,0.0,0.0,0.0
Failed,1.2720555648854672e-17,-7.255743421033313e-17,0.0,0.0,0.0,0.0
Passed,-9.287377313517081e-18,8.32609837296237e-17,0.0,0.0,0.0,0.0
Passed,6.368042787755434e-17,1.772997354296847e-19,0.0,0.0,0.0,0.0
Passed,1.6493145903591043e-17,-6.718853081543877e-18,0.0,0.0,0.0,0.0
Agreed to,-1.0010435150242819e-16,8.052600478474519e-17,0.0,0.0,0.0,0.0
Failed,-3.185609058814239e-17,-3.2531087894681357e-17,0.0,0.0,0.0,0.0
Failed,-8.617600735795852e-18,-3.862656213737065e-16,0.0,0.0,0.0,0.0
Passed,-1.3487256403449469e-17,-2.3949308650365858e-17,0.0,0.0,0.0,0.0
Passed,-1.6483623214096274e-18,-5.040100503015794e-17,0.0,0.0,0.0,0.0
Failed,2.678605350682803e-17,-4.4087298295432707e-17,0.0,0.0,0.0,0.0
Passed,7.980165312153002e-18,-7.462210695536976e-18,0.0,0.0,0.0,0.0
Passed,1.6935805456052502e-18,-1.1850253739917841e-20,0.0,0.0,0.0,0.0
Passed,5.034529379690129e-18,-2.8460865981549706e-18,0.0,0.0,0.0,0.0
Passed,1.4453926897202957e-18,2.4218687837510414e-18,0.0,0.0,0.0,0.0
Failed,3.594435799665985e-18,8.122489992838639e-19,0.0,0.0,0.0,0.0
Passed,-3.177567596273284e-18,1.5977830920153613e-18,0.0,0.0,0.0,0.0
Passed,-1.0243630564716672e-18,-3.3842274693091582e-18,0.0,0.0,0.0,0.0
Agreed to,-2.286239907682708e-18,5.4891458975057626e-18,0.0,0.0,0.0,0.0
Agreed to,3.0087051690479854e-18,-1.194234177551574e-17,0.0,0.0,0.0,0.0
Failed,2.280227268139025e-18,1.7889738596343513e-18,0.0,0.0,0.0,0.0
Failed,-5.075791265988676e-19,-6.911843541646223e-19,0.0,0.0,0.0,0.0
Passed,-1.9217676841610787e-18,1.1984544350510828e-17,0.0,0.0,0.0,0.0
Passed,6.5114826889261976e-18,-3.3320942133259485e-18,0.0,0.0,0.0,0.0
Passed,-2.9148946560527187e-18,-7.3651093747248255e-19,0.0,0.0,0.0,0.0
Failed,1.2167137160865705e-18,1.2108835385780452e-18,0.0,0.0,0.0,0.0
Passed,2.1768890022637414e-18,-3.657500655293467e-18,0.0,0.0,0.0,0.0
Passed,-5.878992274548902e-18,1.9206923466530397e-18,0.0,0.0,0.0,0.0
Passed,1.3879524743750999e-18,8.104556025461496e-18,0.0,0.0,0.0,0.0
Agreed to,5.17342801666663e-18,-1.5297165502667054e-18,0.0,0.0,0.0,0.0
Failed,1.204237172742639e-17,-7.361779278764246e-18,0.0,0.0,0.0,0.0
Failed,3.6666301263900395e-19,-1.0655674182479312e-18,0.0,0.0,0.0,0.0
Agreed to,-4.0125404070493996e-18,2.1255464441150917e-18,0.0,0.0,0.0,0.0
Failed,-6.461182394218567e-20,4.711308296595814e-18,0.0,0.0,0.0,0.0
Failed,-1.7889366058232642e-18,-5.242764580646253e-19,0.0,0.0,0.0,0.0
Agreed to,1.2423697476357093e-18,-4.512277484066891e-18,0.0,0.0,0.0,0.0
Failed,2.2399103347512343e-18,1.5125405740441437e-18,0.0,0.0,0.0,0.0
Passed,4.598075233367531e-18,2.98178824749262e-18,0.0,0.0,0.0,0.0
Failed,7.045945737733949e-19,2.252912413838967e-18,0.0,0.0,0.0,0.0
Passed,2.667316389972003e-18,3.3737067741512973e-18,0.0,0.0,0.0,0.0
Passed,2.4577839260127124e-18,8.77470210834309e-18,0.0,0.0,0.0,0.0
Passed,3.402229293758241e-19,4.466262651338493e-18,0.0,0.0,0.0,0.0
Passed,3.087135648943431e-18,-2.309594549621819e-18,0.0,0.0,0.0,0.0
Passed,2.731481214681691e-19,2.322807885842401e-18,0.0,0.0,0.0,0.0
Agreed to,-6.271704276399668e-19,2.608049861281901e-18,0.0,0.0,0.0,0.0
Failed,1.1428833770177126e-18,-6.599442592345044e-18,0.0,0.0,0.0,0.0
Failed,9.62613338617853e-19,4.309544562270992e-19,0.0,0.0,0.0,0.0
Passed,4.520205745415111e-19,9.288614938709446e-18,0.0,0.0,0.0,0.0
Failed,-2.2864393124031217e-18,9.363793498624802e-18,0.0,0.0,0.0,0.0
Passed,-2.447421558449866e-18,5.314625292521684e-19,0.0,0.0,0.0,0.0
Agreed to,-8.767339563082979e-19,3.2030726424606172e-18,0.0,0.0,0.0,0.0
Failed,1.852416796304821e-18,1.795763195324415e-18,0.0,0.0,0.0,0.0
