"CLINTON, William Jefferson (Bill)",democrat,-0.005989548278102053,0.006867367447389194
"BEVILL, Tom",democrat,-0.049831815316970896,0.04185818801195737
"CALLAHAN, Herbert Leon (Sonny)",republican,0.03931371036826914,0.06103818526884386
"BROWDER, John Glen",democrat,-0.04406524351164222,0.04651577438992624
"CRAMER, Robert E. (Bud), Jr.",democrat,-0.047643602859294955,0.04455134067122833
"EVERETT, Robert Terry",republican,0.03473567244567035,0.06700970127562915
"BACHUS, Spencer T., III",republican,0.043869147175048064,0.06476361841836346
"HILLIARD, Earl Frederick",democrat,-0.056577812761476554,0.012462491470796365
"YOUNG, Donald Edwin",republican,0.026028841725313452,0.061779864471225084
"STUMP, Robert Lee",republican,0.05519814260869837,0.04845249647801757
"KOLBE, James Thomas",republican,0.02988972911829765,0.06635824808672354
"KYL, Jon Llewellyn",republican,0.043407773500898535,0.06827577270048825
"PASTOR, Ed",democrat,-0.06337223599404944,0.022566582177998833
"COPPERSMITH, Samuel G.",democrat,-0.05511567924911241,0.03374726733535211
"ENGLISH, Karan",democrat,-0.05988835005830589,0.031609393509305195
"THORNTON, Raymond Hoyt (Ray), Jr.",democrat,-0.05810639883034324,0.03628367643696726
"LINCOLN, Blanche Lambert",democrat,-0.05038319194208216,0.04158855904866162
"HUTCHINSON, Timothy",republican,0.03948614753897042,0.0702887066033639
"DICKEY, Jay W., Jr.",republican,0.03688728049262982,0.06979222748621816
"BROWN, George Edward, Jr.",democrat,-0.05483689761102085,0.01702832735509445
"EDWARDS, William Donlon (Don)",democrat,-0.06250774661440055,0.0094092140884561
"DELLUMS, Ronald V.",democrat,-0.060685646572209984,0.005392472864765729
"MOORHEAD, Carlos John",republican,0.04676636576206369,0.06741358201253646
"STARK, Fortney Hillman (Pete), Jr.",democrat,-0.05984024876290918,0.008273909645077848
"MILLER, George",democrat,-0.060285397759463864,0.014540999467965589
"MINETA, Norman Y.",democrat,-0.06381024412038915,0.016990879992083388
"WAXMAN, Henry Arnold",democrat,-0.061966473499226425,0.014556794040335075
"BEILENSON, Anthony Charles",democrat,-0.061609021837716084,0.018290148668209178
"DORNAN, Robert Kenneth",republican,0.04542594637103014,0.05747066070325821
"PANETTA, Leon Edward",democrat,-0.00047218575774526364,-0.00022655663856214922
"DIXON, Julian Carey",democrat,-0.06359838866493851,0.02039286407386129
"FAZIO, Victor Herbert, Jr.",democrat,-0.06289010812924757,0.02620057537717977
"LEWIS, Charles Jeremy (Jerry)",republican,0.028536710910241913,0.06085113760143489
"MATSUI, Robert T.",democrat,-0.06206608574266491,0.02112255092531968
"THOMAS, William Marshall",republican,0.0332063864105857,0.07107514915635631
"DREIER, David Timothy",republican,0.048072346551837605,0.060571722715839674
"HUNTER, Duncan Lee",republican,0.04451755035779777,0.05621258553010999
"LANTOS, Thomas Peter",democrat,-0.05963426687727327,0.030675679980896188
"MARTÍNEZ, Matthew G.",democrat,-0.058222148417591046,0.02952089401398771
"BERMAN, Howard Lawrence",democrat,-0.05986520392694416,0.01660066711228356
"LEHMAN, Richard Henry",democrat,-0.04809238412726698,0.04066127976294919
"McCANDLESS, Alfred A.",republican,0.03875540326192363,0.0664671508270872
"PACKARD, Ronald C.",republican,0.03845944350078555,0.059503492194201445
"TORRES, Esteban Edward",democrat,-0.05995436580767169,0.018020483386719032
"GALLEGLY, Elton W.",republican,0.037672370173315796,0.0716850278437459
"HERGER, Walter William (Wally)",republican,0.04548967956126005,0.06179403733110666
"PELOSI, Nancy",democrat,-0.0621530561134262,0.008430254523092356
"COX, Charles Christopher",republican,0.0439838275542512,0.057898953106089064
"ROHRABACHER, Dana",republican,0.04917772053278432,0.05390772927895398
"CONDIT, Gary Adrian",democrat,-0.02247340560733792,0.04571087959960423
"DOOLITTLE, John Taylor",republican,0.048783975054188286,0.05754640221407308
"DOOLEY, Calvin M.",democrat,-0.04871761511305697,0.037430761315658694
"WATERS, Maxine",democrat,-0.06105408852681728,0.007754194973424992
"CUNNINGHAM, Randall (Duke)",republican,0.04190837665174544,0.06856607650357158
"HAMBURG, Daniel",democrat,-0.06341737307474246,0.012916602729184046
"WOOLSEY, Lynn C.",democrat,-0.06516448728359552,0.016844299791002257
"BAKER, William P.",republican,0.046231445025280794,0.06406770889933343
"POMBO, Richard William",republican,0.03402187516388715,0.06180707003065493
"ESHOO, Anna Georges",democrat,-0.06498266057857299,0.022772233792986988
"FARR, Sam",democrat,-0.04861995513725542,0.018518110303443375
"HUFFINGTON, Michael",republican,0.030728944119742863,0.06242569293361845
"McKEON, Howard P. (Buck)",republican,0.04264104480568228,0.0687347995929224
"BECERRA, Xavier",democrat,-0.060717260089202744,0.010953023397437185
"ROYBAL-ALLARD, Lucille",democrat,-0.06580829646675253,0.01646510568967002
"HARMAN, Jane L.",democrat,-0.053494714976810256,0.0332207136537601
"TUCKER, Walter R., III",democrat,-0.05281730174709098,0.02053304690198444
"HORN, John Stephen (Steve)",republican,0.013111605258415685,0.06360063897880941
