congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
95,House,1,1977-01-04,,,290,142,-0.17,-0.698,0.686,-1.201,-24.126,,,,,"TO ELECT AS SPEAKER OF THE HOUSE EITHER THOMAS P. O'NEILL,JR. (D,MA) OR JOHN J. RHODES (R,AZ).  (VOTES FOR O'NEILL ARE CODED 1;THOSE FOR RHODES ARE 6.)"
95,House,2,1977-01-04,,,261,140,-0.176,-0.718,0.659,-1.13,-21.485,HRE5,,,,"TO ORDER THE PREVIOUS QUESTION ON H. RES. 5, THE RULES OF THE HOUSE FOR THE 95TH CONGRESS."
95,House,3,1977-01-04,,,256,142,0.008,-0.059,0.74,-0.997,-16.436,HRE5,,,,"TO AGREE TO H. RES. 5, THE RULES OF THE HOUSE FOR THE 95TH CONGRESS."
95,House,4,1977-02-01,,,368,52,0.536,0.609,0.127,0.044,-134.467,S474,,,,"TO SUSPEND THE RULES AND PASS S. 474, AUTHORIZING THE PRESIDENT TO DECLARE A TEMPORARY GAS EMERGENCY  AND TO MAKE ALLOCATIONS TO ASSIST IN MEETING REQUIREMENTS FOR HIGH PRIORITY GAS USE."
95,House,5,1977-02-02,,,413,2,0.0,0.0,0.0,0.0,0.0,,,,,"TO APPROVE THE HOUSE JOURNAL FOR FEB. 1, 1977."
95,House,6,1977-02-02,,,337,82,0.533,0.077,0.089,0.136,-189.596,S474,,,,"TO AGREE TO THE CONFERENCE REPORT ON S. 474, A BILL AUTHORIZING THE PRESIDENT TO DECLARE A TEMPORARY GAS EMERGENCY AND TO MAKE ALLOCATIONS TO ASSIST IN MEETING REQUIREMENTS FOR HIGH PRIORITY GAS USE."
95,House,7,1977-02-02,,,265,145,0.222,-0.406,0.138,0.25,-179.365,HRE230,,,,"TO AGREE TO H. RES. 230, THE RULE TO CONSIDER H. RES. 222, A BILL TO RECONSTITUTE THE COMMITTEE ON ASSASSINATIONS TO INQUIRE INTO THE DEATHS OF JOHN F. KENNEDY AND MARTIN LUTHER KING,JR."
95,House,8,1977-02-02,,,165,237,0.112,-0.86,-0.193,-0.156,-147.789,HRE222,,,,TO AMEND H. RES. 222 BY DELAYING A COMPLETE INVESTIGATION UNTIL THE COMMITTEE MAKES  RECOMMENDATIONS AS TO WHETHER FURTHER INVESTIGATION IS NEEDED.
95,House,9,1977-02-02,,,240,167,0.029,-0.037,0.113,0.202,-194.068,HRE222,,,,TO AGREE TO H. RES. 222.
95,House,10,1977-02-07,,,329,3,0.0,0.0,0.0,0.0,0.0,,,,,"TO APPROVE THE HOUSE JOURNAL FOR FEB. 3, 1977."
95,House,11,1977-02-07,,,341,6,0.0,0.0,0.0,0.0,0.0,HJR227,,,,"TO PASS H.J. RES. 227, A RESOLUTION MAKING URGENT SUPPLEMENTAL APPROPRIATIONS FOR THE DEPARTMENT  OF THE INTERIOR, SOUTHWESTERN POWER ADMINISTRATION FOR THE FISCAL YEAR ENDING SEPT. 30, 1977."
95,House,12,1977-02-08,,,353,35,-0.924,0.382,-0.114,0.397,-106.971,HJR240,,,,"TO SUSPEND THE RULES AND PASS H.J. RES. 240, THE RESOLUTION STATING CONGRESS' APPROVAL OF CERTAIN INTERNATIONAL FISHERY AGREEMENTS NEGOTIATED WITH FOREIGN COUNTRIES IN ACCORDANCE WITH THE FISHERY CONSERVATION MANAGEMENT ACT OF 1976."
95,House,13,1977-02-09,,,364,3,0.0,0.0,0.0,0.0,0.0,,,,,"TO APPROVE THE HOUSE JOURNAL FOR FEB. 8, 1977."
95,House,14,1977-02-09,,,390,0,0.0,0.0,0.0,0.0,0.0,HRE252,,,,"TO AGREE TO H. RES. 252, A RESOLUTION DIRECTING THE COMMITTEE ON STANDARDS OF OFFICIAL  CONDUCT TO DETERMINE WHETHER MEMBERS OF THE HOUSE OR THEIR IMMEDIATE FAMILY OR ASSOCIATES HAVE ACCEPTED ANYTHING OF VALUE FROM THE SOUTH KOREAN GOVERNMENT OR ITS REPRESENTATIVES."
95,House,15,1977-02-09,,,384,0,0.0,0.0,0.0,0.0,0.0,HR692,,,,"TO PASS H.R. 692, THE BILL AMENDING THE SMALL BUSINESS ACT AND SMALL BUSINESS INVESTMENT ACT OF 1958 SO AS TO INCREASE LOAN AUTHORIZATION AND SURETY BOND GUARANTEE AUTHORITY."
95,House,16,1977-02-17,,,109,225,-0.422,-0.526,0.186,-0.15,-136.542,,,,,"THAT UPON ADJOURNMENT TODAY, THE HOUSE MEET MONDAY NEXT, THUS POSTPONING A VOTE ON THE PROPOSED CONGRESSIONAL PAY RAISE."
95,House,17,1977-02-22,,,404,0,0.0,0.0,0.0,0.0,0.0,HR27,,,,"TO SUSPEND THE RULES AND PASS H.R. 27, THE BILL AUTHORIZING REDUCED FARE TRANSPORTATION ON A SPACE-AVAILABLE BASIS FOR ELDERLY AND HANDICAPPED PERSONS."
95,House,18,1977-02-23,,,399,4,0.0,0.0,0.0,0.0,0.0,HJR132,,,,"TO AGREE TO H. J. RES. 132, THE RESOLUTION AWARDING MISS MARIAN ANDERSON A GOLD MEDAL IN RECOGNITION OF HER DISTINGUISHED CAREER."
95,House,19,1977-02-23,,,158,268,-0.017,-0.089,-0.285,0.007,-74.233,HCR110,,,,TO AGREE TO A SUBSTITUTE AMENDMENT FOR THE COMMITTEE SUBSTITUTE AMENDMENT TO H. CON. RES. 110  (SEE RC 26).  THE ROUSSELOT AMENDMENT PROPOSES A PERMANENT TAX RATE REDUCTION.
95,House,20,1977-02-23,,,249,179,-0.076,0.177,0.237,0.085,-106.803,HCR110,,,,"TO AGREE TO H. CON. RES. 110, A RESOLUTION REVISING THE BUDGET FOR THE U.S. GOVERNMENT FOR FISCAL YEAR 1977."
95,House,21,1977-02-24,,,386,5,0.0,0.0,0.0,0.0,0.0,HRE304,,,,"TO AGREE TO H. RES. 304, THE RULE TO CONSIDER H.R. 11, A BILL INCREASING THE AUTHORIZATION  FOR THE EMERGENCY PUBLIC WORKS JOBS PROGRAM BY $4 BILLION."
95,House,22,1977-02-24,,,187,203,-0.241,0.254,0.124,0.208,-187.168,HR11,,,,"TO AGREE TO A SUBSTITUTE AMENDMENT FOR THE SHUSTER AMENDMENT (SEE RC 29) TO H.R. 11.  THE  EDGAR AMENDMENT WOULD ALLOCATE 65% OF THE FUNDS TO ALL STATES BASED ON AVERAGE NUMBER OF UNEMPLOYED, AND 35% TO STATES WHOSE AVERAGE UNEMPLOYMENT RATE IS 6.5%+."
95,House,23,1977-02-24,,,231,158,-0.618,0.673,-0.102,-0.256,-221.623,HR11,,,,TO AGREE TO AN AMENDMENT TO H.R. 11 WHICH BASES THE ALLOCATION OF FUNDS ON THE RATIO OF THE  AVERAGE NUMBER OF UNEMPLOYED PERSONS IN EACH STATE TO THE AVERAGE NUMBER OF UNEMPLOYED PERSONS IN ALL STATES.
95,House,24,1977-02-24,,,308,95,0.191,0.019,0.18,0.056,-113.533,HR11,,,,TO PASS H.R. 11.
