congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
105,House,1,1997-01-07,1,2,222,210,-0.019,-0.693,-0.326,0.21,-24.52,,Passed,,table appeal of the ruling of the chair,(HOUSE AGREED TO THE BOEHNER MOTION TO TABLE THE MOTION TO APPEAL THE RULING OF THE CLERK OF THE HOUSE THAT THE FAZIO MOTION RELATING TO PRIVILEGES OF THE HOUSE WAS NOT IN ORDER.)
105,House,2,1997-01-07,1,3,216,205,0.031,0.042,-0.663,0.952,-0.854,,Gingrich,,Election of the Speaker,"(NEWT GINGRICH OF THE STATE OF GEORGIA WAS ELECTED SPEAKER OF THE HOUSE OF REPRESENTATIVES OVER RICHARD A. GEPHARDT OF THE STATE OF MISSOURI, WITH CONGRESSMEN CAMPBELL AND FORBES VOTING FOR CONGRESSMAN JIM LEACH, CONGRESSMAN LEACH VOTING FOR FORMER CONGRESSMAN BOB MICHEL AND CONGRESSWOMAN LINDA SMITH VOTING FOR FORMER CONGRESSMAN BOB WALKER.)"
105,House,3,1997-01-07,1,4,221,202,0.02,0.025,-0.653,0.967,-0.954,HRES5,Passed,Rules of the House of Representatives for the 105th Congress,On Ordering the Previous Question,H.RES.5    BY ARMEY (R-TX) -- RESOLUTION ADOPTING THE RULES OF THE HOUSE FOR THE 105TH CONGRESS (HOUSE AGREED TO ORDER THE PREVIOUS QUESTION ON THE RESOLUTION.)
105,House,4,1997-01-07,1,5,205,223,0.073,0.075,0.342,-0.35,-15.6,HRES5,Failed,Rules of the House of Representatives for the 105th Congress,On motion to commit with instructions,"(HOUSE REJECTED THE MCDERMOTT MOTION TO COMMIT THE RESOLUTION TO A SELECT COMMITTEE COMPRISED OF THE MAJORITY LEADER AND THE MINORITY LEADER WITH INSTRUCTIONS TO REPORT BACK TO THE HOUSE FORTHWITH WITH AN AMENDMENT THAT STRIKES ""OR AT THE EXPIRATION OF JANUARY 21, 1997, WHICHEVER IS EARLIER"" IN THE LAST SENTENCE OF SECTION 25.)"
105,House,5,1997-01-07,1,6,226,202,0.012,0.939,-0.381,0.048,-19.624,HRES5,Passed,Rules of the House of Representatives for the 105th Congress,On Agreeing to the Resolution,"(HOUSE AGREED TO H. RES. 5, ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE ONE HUNDRED FIFTH CONGRESS.)"
105,House,6,1997-01-07,1,7,222,198,-0.063,-0.118,-0.365,0.301,-14.855,SCONRES3,Passed,,On Agreeing to the Resolution,"S.C.R.3    BY LOTT (R-MS) -- RESOLUTION PROVIDING RECESS OR ADJOURNMENT OF THE SENATE (HOUSE AGREED TO S. CON. RES. 3, PROVIDING FOR THE ADJOURNMENT OF BOTH HOUSES OF CONGRESS.)"
105,House,7,1997-01-21,1,8,395,28,-0.797,0.604,-0.11,0.929,-82.902,HRES31,Passed,In the Matter of Representative Newt Gingrich,On Agreeing to the Resolution,"H.RES.31   BY JOHNSON, NANCY (R-CT) -- RESOLUTION CONCERNING REPRESENTATIVE NEWT GINGRICH (HOUSE PASSED H. RES. 31, IN THE MATTER OF REPRESENTATIVE NEWT GINGRICH.)"
105,House,8,1997-02-05,1,9,400,0,0.0,0.0,0.0,0.0,0.0,HR499,Passed,Frank M. Tejeda Post Office Building,On Motion to Suspend the Rules and Pass,"H.R.499  BY BONILLA (R-TX) -- FRANK M. TEJEDA POST OFFICE BUILDING, TEXAS, DESIGNATION (HOUSE VOTED TO SUSPEND THE RULES AND PASS H.R. 499, TO DESIGNATE THE FACILITY OF THE UNITED STATES POSTAL SERVICE UNDER CONSTRUCTION AT 7411 BARLITE BOULEVARD IN SAN ANTONIO, TEXAS, AS THE ""FRANK M. TEJEDA POST OFFICE BUILDING."" .)"
105,House,9,1997-02-05,1,10,376,28,-0.72,-0.218,-0.197,0.212,-90.95,,Passed,,On Approving the Journal,"(HOUSE AGREED TO THE SPEAKER'S APPROVAL OF THE JOURNAL OF TUESDAY, FEBRUAURY 4.)"
105,House,10,1997-02-12,1,11,85,341,0.542,-0.795,-0.129,0.02,-191.995,HJRES2,Failed,,On Agreeing to the Amendment,"H.J.R.2    BY MCCOLLUM (R-FL) -- CONSTITUTION OF THE UNITED STATES, AMENDMENT TERM LIMITS (HOUSE REJECTED THE HUTCHINSON AMENDMENT IN THE NATURE OF A SUBSTITUTE THAT SOUGHT TO LIMIT SERVICE OF HOUSE MEMBERS TO THREE TWO-YEAR TERMS AND SENATORS TO TWO SIX-YEAR TERMS AND PROVIDES THAT UPON RATIFICATION INCUMBENTS AND OTHERS WHO HAVE SERVED IN THE HOUSE ARE LIMITED TO TWO ADDITIONAL TERMS AND THOSE WHO HAVE SERVED IN THE SENATE ARE LIMITED TO ONE ADDITIONAL TERM.)"
105,House,11,1997-02-12,1,12,87,339,0.516,0.207,-0.117,-0.112,-190.44,HJRES2,Failed,,On Agreeing to the Amendment,(HOUSE REJECTED THE MCINNIS AMENDMENT IN THE NATURE OF A SUBSTITUTE THAT SOUGHT TO LIMIT SERVICE OF HOUSE MEMBERS TO THREE TWO-YEAR TERMS AND SENATORS TO TWO SIX-YEAR TERMS AND PROVIDES THAT UPON RATIFICATION INCUMBENTS AND OTHERS WHO HAVE SERVED IN THE HOUSE ARE LIMITED TO TWO ADDITIONAL TERMS AND THOSE WHO HAVE SERVED IN THE SENATE ARE LIMITED TO ONE ADDITIONAL TERM.)
105,House,12,1997-02-12,1,13,85,339,0.519,-0.855,-0.125,0.044,-191.207,HJRES2,Failed,,On Agreeing to the Amendment,(HOUSE REJECTED THE CRAPO AMENDMENT IN THE NATURE OF A SUBSTITUTE THAT SOUGHT TO LIMIT SERVICE OF HOUSE MEMBERS TO THREE TWO-YEAR TERMS AND SENATORS TO TWO SIX-YEAR TERMS AND PROVIDES THAT UPON RATIFICATION INCUMBENTS AND OTHERS WHO HAVE SERVED IN THE HOUSE ARE LIMITED TO TWO ADDITIONAL TERMS AND THOSE WHO HAVE SERVED IN THE SENATE ARE LIMITED TO ONE ADDITIONAL TERM.)
105,House,13,1997-02-12,1,14,72,353,0.507,-0.862,-0.117,0.103,-179.461,HJRES2,Failed,,On Agreeing to the Amendment,"(HOUSE REJECTED THE BLUNT AMENDMENT IN THE NATURE OF A SUBSTITUTE THAT SOUGHT TO LIMIT SERVICE OF HOUSE MEMBERS TO THREE TWO-YEAR TERMS AND SENATORS TO TWO SIX-YEAR TERMS, PROVIDES THAT UPON RATIFICATION INCUMBENTS AND OTHERS WHO HAVE SERVED IN THE HOUSE ARE LIMITED TO TWO ADDITIONAL TERMS AND THOSE WHO HAVE SERVED IN THE SENATE ARE LIMITED TO ONE ADDITIONAL TERM, AND ALLOWS ANY STATE TO ENACT BY STATE CONSTITUTIONAL AMENDMENT LONGER OR SHORTER TERM LIMITS.)"
