congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
104,House,1,1995-01-04,1,2,228,202,0.042,-0.001,-0.719,0.721,-2.764,,Foley,,ELECTION OF SPEAKER,(NEWT GINGRICH OF THE STATE OF GEORGIA WAS ELECTED SPEAKER OF THE HOUSE OF REPRESENTATIVES OVER RICHARD A. GEPHARDT OF THE STATE OF MISSOURI.)
104,House,2,1995-01-04,1,3,232,199,-0.019,-0.004,-0.734,0.33,-8.997,HRES5,Passed,RULES OF THE HOUSE,On Ordering the Previous Question,H.RES.5    BY SOLOMON (R-NY) -- PROCEDURAL RESOLUTION - H.RES. 6 (HOUSE AGREED TO ORDER THE PREVIOUS QUESTION ON THE RESOLUTION.)
104,House,3,1995-01-04,1,4,196,235,-0.074,-0.249,0.447,-0.145,-21.559,HRES5,Failed,RULES OF THE HOUSE,ON MOTION TO COMMIT WITH INSTRUCTIONS,(HOUSE REJECTED THE BONIOR MOTION TO COMMIT THE RESOLUTION TO THE COMMITTEE ON RULES WITH INSTRUCTIONS.)
104,House,4,1995-01-04,1,5,251,181,-0.115,-0.028,-0.745,-0.281,-25.897,HRES5,Passed,PROVIDING FOR THE CONSIDERATION OF H. RES. 6,On Agreeing to the Resolution,"(HOUSE PASSED H.RES. 5, THE RULE PROVIDING FOR CONSIDERATION OF H.RES. 6, ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE ONE HUNDRED FOURTH CONGRESS.)"
104,House,5,1995-01-04,1,6,416,12,-0.562,0.578,-0.292,0.256,-41.617,HRES6,Passed,ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS,ON AGREEING TO SEC. 101,"H.RES.6    BY ARMEY (R-TX) -- RESOLUTION ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES (HOUSE AGREED TO SECTION 101 OF THE RESOLUTION REGARDING COMMITTEES, SUBCOMMITTEES, AND STAFF REFORMS.)"
104,House,6,1995-01-04,1,7,421,6,0.0,0.0,0.0,0.0,0.0,HRES6,Passed,ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS,ON AGREEING TO SEC. 102,(HOUSE AGREED TO SECTION 102 OF THE RESOLUTION REGARDING TRUTH-IN-BUDGETING BASELINE REFORM.)
104,House,7,1995-01-04,1,8,355,74,-0.401,0.258,-0.225,0.213,-117.731,HRES6,Passed,ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS,ON AGREEING TO SEC. 103,"(HOUSE AGREED TO SECTION 103 OF THE RESOLUTION REGARDING TERM LIMITS FOR THE SPEAKER, COMMITTEE AND SUBCOMMITTEE CHAIRMEN.)"
104,House,8,1995-01-04,1,9,418,13,-0.642,0.058,-0.286,0.049,-47.801,HRES6,Passed,ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS,ON AGREEING TO SEC. 104,(HOUSE AGREED TO SECTION 104 OF THE RESOLUTION REGARDING A BAN ON PROXY VOTES IN ANY COMMITTEE OR SUBCOMMITTEE. .)
104,House,9,1995-01-04,1,10,431,0,0.0,0.0,0.0,0.0,0.0,HRES6,Passed,ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS,ON AGREEING TO SEC. 105,(HOUSE AGREED TO SECTION 105 OF THE RESOLUTION REGARDING SUNSHINE RULES CONCERNING COMMITTEE MEETINGS.)
104,House,10,1995-01-04,1,11,279,152,-0.209,-0.116,-0.267,-0.114,-75.61,HRES6,Passed,ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS,ON AGREEING TO SEC. 106,(HOUSE AGREED TO SECTION 106 OF THE RESOLUTION REGARDING LIMITATIONS ON TAX INCREASES.)
