Foley,1.3568011977135798e-16,-7.177520786813873e-17,0.0,0.0,0.0,0.0,", ELECTION OF SPEAKER"
Passed,7.864343573231556e-16,-6.694284089804436e-16,0.0,0.0,0.0,0.0,"RULES OF THE HOUSE, TABLE MOTION TO REFER"
Passed,6.37892042247741e-17,9.648281251630614e-16,0.0,0.0,0.0,0.0,"RULES OF THE HOUSE, ON ORDERING THE PREVIOUS QUESTION"
Failed,3.361497896781974e-17,1.2852740298782825e-16,0.0,0.0,0.0,0.0,"RULES OF THE HOUSE, ON MOTION TO COMMIT WITH INSTRUCTIONS"
Passed,4.846479531612363e-16,2.640979908111944e-16,0.0,0.0,0.0,0.0,"RULES OF THE HOUSE, On Agreeing to the Resolution"
Passed,-4.0757110486486757e-16,-3.319270127987795e-16,0.0,0.0,0.0,0.0,", On Approving the Journal"
Passed,4.759327252878184e-17,-2.586508079541857e-16,0.0,0.0,0.0,0.0,"TO ESTABLISH THE SELECT COMMITTEE ON NARCOTICS ABUSE AND CONTROL, On Ordering the Previous Question"
Failed,4.8038229523886364e-17,5.4793237868900604e-17,0.0,0.0,0.0,0.0,"TO ESTABLISH THE SELECT COMMITTEE ON NARCOTICS ABUSE AND CONTROL, On Agreeing to the Resolution"
Passed,-5.599665992871215e-17,-4.6960168340268453e-17,0.0,0.0,0.0,0.0,", On Approving the Journal"
Passed,1.0013210573878552e-16,5.3665625257868317e-17,0.0,0.0,0.0,0.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 1; FAMILY AND MEDICAL LEAVE ACT, On Ordering the Previous Question"
Passed,-2.851851407308862e-17,-1.568685430678059e-16,0.0,0.0,0.0,0.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 1; FAMILY AND MEDICAL LEAVE ACT, On Agreeing to the Resolution"
Passed,-3.2016614561461074e-17,4.817637530362762e-17,0.0,0.0,0.0,0.0,", TABLE APPEAL OF THE RULING OF THE CHAIR"
Failed,1.7055773369595826e-16,-1.314017034152173e-16,0.0,0.0,0.0,0.0,", On Agreeing to the Amendment"
Failed,-2.248025971408505e-16,-1.509642469694106e-16,0.0,0.0,0.0,0.0,", On Agreeing to the Amendment"
