congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
99,House,1,1985-01-03,,,247,172,0.053,-0.052,0.717,-0.847,-12.476,,,,,TO ELECT THE SPEAKER OF THE HOUSE OF REPRESENTATIVES. (O'NEILL ELECTED)
99,House,2,1985-01-03,,,238,177,0.053,-0.052,0.716,-0.843,-12.457,,,,,"TO AGREE TO  H RES 1,  A MEASURE THAT REFERS THE ELECTION OF A MEMBER FROM THE EIGHTH CONGRESSIONAL DISTRICT OF INDIANA TO THE COMMITTEE ON HOUSE ADMINISTRATION. (MOTION PASSED)"
99,House,3,1985-01-03,,,408,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO AGREE TO  H RES 2,  A MEASURE AUTHORIZING AND DIRECTING THE ADMINISTRATION OF THE OATH OF OFFICE TO MEMBER-ELECT STALLINGS OF IDAHO.  (MOTION PASSED)"
99,House,4,1985-01-03,,,238,177,0.048,-0.052,0.715,-0.948,-11.862,,,,,"TO ORDER THE PREVIOUS QUESTION ON H  RES  2, A MEASURE AUTHORIZING AND DIRECTING THE ADMINISTRATION OF THE OATH OF OFFICE TO MEMBER-ELECT STALLINGS OF IDAHO.  (MOTION PASSED)"
99,House,5,1985-01-03,,,177,237,0.056,-0.043,-0.717,0.858,-12.529,,,,,"TO REJECT A MOTION TO COMMIT H  RES  7 TO A SELECT COMMITTEE APPOINTED BY THE SPEAKER WITH INSTRUCTIONS TO REPORT BACK TO THE HOUSE WITHIN 1               LEGISLATIVE DAY CONTAINING AN AMENDM DIRECTING THE COMMITTEE ON RULES TO CONDUCT A STUDY OF THE CONGRESSIONAL BUDGET PROCESS, COMMITTEE OPERATIONS, AND THE BROADCASTING SYSTEM.  H  RES  7 PROVIDES FOR THE RULES FOR THE HOUSE OF REPRESENTATIVES FOR THE 99TH CONGRESS.  (MOTION FAILED)"
99,House,6,1985-01-03,,,235,174,0.053,-0.053,0.717,-0.851,-12.48,,,,,"TO AGREE TO  H RES 7,  A MEASURE PROVIDING FOR THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 99TH CONGRESS.  (MOTION PASSED)"
99,House,7,1985-02-07,,,376,17,-0.301,-0.954,-0.043,-0.603,-58.222,,,,,"TO APPROVE THE JOURNAL OF WEDNESDAY, FEBRUARY 6, 1985. (MOTION PASSED)"
99,House,8,1985-02-07,,,221,181,0.015,0.005,0.441,-0.28,-25.78,,,,,"TO REFER TO THE COMMITTEE ON HOUSE ADMINISTRATION H  RES 52, A MEASURE PROVIDING FOR THE SEATING OF RICHARD D. MCINTYRE.  (MOTION PASSED)"
99,House,9,1985-02-21,,,190,144,-0.25,-0.824,0.3,-0.6,-47.801,,,,,"TO APPROVE THE JOURNAL OF WEDNESDAY, FEBRUARY 20, 1985. (MOTION PASSED)"
99,House,10,1985-02-21,,,195,138,-0.111,-0.76,0.457,-0.726,-24.79,,,,,"TO ADJOURN FROM THURSDAY, FEBRUARY 21 TO MONDAY, FEBRUARY 24.  (MOTION PASSED)"
99,House,11,1985-02-25,,,132,88,-0.164,-0.94,0.282,-0.492,-37.904,,,,,"TO APPROVE THE JOURNAL OF THURSDAY, FEBRUARY 21, 1985. (MOTION PASSED)"
99,House,12,1985-02-26,,,224,162,0.071,-0.049,0.285,-0.555,-44.337,,,,,"TO APPROVE THE JOURNAL OF MONDAY, FEBRUARY 25, 1985. (MOTION PASSED)"
99,House,13,1985-02-26,,,394,26,0.508,-0.009,0.408,0.433,-38.952,,,,,"TO SUSPEND THE RULES AND PASS H R 1096, A BILL AUTHORIZING APPROPRIATIONS FOR FAMINE RELIEF AND RECOVERY IN AFRICA. (MOTION PASSED)"
99,House,14,1985-02-26,,,413,1,0.0,0.0,0.0,0.0,0.0,,,,,"TO SUSPEND THE RULES AND PASS H R 607, A BILL PROVIDING FOR A CONTINUATION OF THE AUTHORITY TO PAY CASH AWARDS TO FEDERAL EMPLOYEES FOR CERTAIN COST SAVINGS. (MOTION PASSED)"
99,House,15,1985-02-27,,,234,167,-0.044,-0.331,0.244,-0.625,-59.695,,,,,"TO APPROVE THE JOURNAL OF TUESDAY, FEBRUARY 26, 1985. (MOTION PASSED)"
99,House,16,1985-02-27,,,331,91,0.362,-0.013,0.21,-0.192,-112.246,,,,,"TO AGREE TO H  RES  79, THE RULE UNDER WHICH H R 1035 IS TO BE CONSIDERED. H R 1035 PROVIDES $3 BILLION IN EMERGENCY CREDIT AND DEBT ADJUSTMENT RELIEF TO FINANCIALLY STRESSED FARMERS AND RANCHERS.  (MOTION PASSED)"
99,House,17,1985-02-27,,,319,104,0.392,0.258,0.153,-0.144,-157.051,,,,,"TO PASS H R 1035, A BILL PROVIDING $3 BILLION IN EMERGENCY CREDIT AND DEBT ADJUSTMENT RELIEF TO FINANCIALLY STRESSED FARMERS AND RANCHERS.  (MOTION PASSED)"
99,House,18,1985-02-28,,,227,178,0.083,0.06,0.263,-0.48,-51.746,,,,,"TO APPROVE THE JOURNAL OF WEDNESDAY, FEBRUARY 27, 1985. (MOTION PASSED)"
99,House,19,1985-02-28,,,260,149,0.138,-0.082,0.179,-0.086,-115.647,,,,,"TO AGREE TO H  RES  85, THE RULE UNDER WHICH H R 1189 IS TO BE CONSIDERED. H R 1189 PROVIDES $1 BILLION IN ADDITIONAL EMERGENCY CREDIT TO FARM PRODUCERS; PROVIDES FUNDS TO FOREGO FORECLOSURE AND DEFERS PAYMENT OF INDEBTEDNESS; AND DETERMINES DAMAGES CAUSED BY EMBARGOES ON THE SALE AND DELIVERY OF AGRICULTURAL COMMODITIES, EITHER THROUGH DIRECT EMBARGO OR FAILURE TO SELL COMPETITIVELY. (MOTION PASSED)"
