Foley,3.83207921203221e-17,-9.693311978417379e-17,0.0,0.0,0.0,0.0,", ELECTION OF SPEAKER"
Passed,-7.69237399714242e-16,1.1181640016703048e-15,0.0,0.0,0.0,0.0,"RULES OF THE HOUSE, On Ordering the Previous Question"
Failed,5.301979533879023e-16,1.4735887872306797e-16,0.0,0.0,0.0,0.0,"RULES OF THE HOUSE, ON MOTION TO COMMIT WITH INSTRUCTIONS"
Passed,-1.2253772522889443e-16,-1.7780098013041414e-16,0.0,0.0,0.0,0.0,"PROVIDING FOR THE CONSIDERATION OF H. RES. 6, On Agreeing to the Resolution"
Passed,3.6483109780742536e-16,-1.2522905372628962e-16,0.0,0.0,0.0,0.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 101"
Passed,8.673316882563279e-19,1.6106529180180266e-16,0.0,0.0,0.0,0.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 102"
Passed,-4.718782764014497e-16,3.441469767628542e-17,0.0,0.0,0.0,0.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 103"
Passed,2.368400858215873e-16,1.2100544383764888e-16,0.0,0.0,0.0,0.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 104"
Passed,-1.0340166510084648e-17,1.0977513569685805e-16,0.0,0.0,0.0,0.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 105"
Passed,3.2958947329129815e-17,-3.434360670421662e-17,0.0,0.0,0.0,0.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 106"
Passed,-3.3182287018854043e-16,-6.939438231289597e-18,0.0,0.0,0.0,0.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 107"
